531,Full Transformer,LSTM,Transformer Encoder,Full Transformer
44,0.207918406,0.411628067,0.380905747,8.286252354
45,0.208526015,0.415456176,0.388737023,8.474576271
46,0.211165845,0.417627811,0.390650272,8.662900188
47,0.213137388,0.42023015,0.397138178,8.851224105
48,0.218223512,0.421064436,0.402665377,9.039548023
49,0.219451666,0.426741183,0.410197258,9.22787194
50,0.221347094,0.427611768,0.412689567,9.416195857
51,0.224400103,0.429498196,0.415862501,9.604519774
52,0.224630833,0.430758715,0.421057522,9.792843691
53,0.22645992,0.433048487,0.424842119,9.981167608
54,0.227229178,0.435288966,0.429130912,10.16949153
55,0.227634013,0.437327087,0.435750484,10.35781544
56,0.227743924,0.43823725,0.439636469,10.54613936
57,0.229485631,0.441277742,0.440213859,10.73446328
58,0.240183473,0.441652536,0.44063729,10.92278719
59,0.240273774,0.444273472,0.443855166,11.11111111
60,0.24405396,0.447883487,0.445061803,11.29943503
61,0.244159043,0.4498353,0.445520759,11.48775895
62,0.244815528,0.458171546,0.446258247,11.67608286
63,0.245819211,0.458219826,0.449853957,11.86440678
64,0.247146249,0.458234727,0.451109827,12.0527307
65,0.247158885,0.461408615,0.452759564,12.24105461
66,0.249333322,0.462816477,0.45821625,12.42937853
67,0.25375545,0.466120899,0.461380124,12.61770245
68,0.259334922,0.4678725,0.462266505,12.80602637
69,0.259368837,0.47908783,0.464009643,12.99435028
70,0.259632587,0.479922831,0.468056858,13.1826742
71,0.260045469,0.48283112,0.468978822,13.37099812
72,0.261253178,0.490693033,0.47013104,13.55932203
73,0.263433456,0.491177142,0.470171809,13.74764595
74,0.264088213,0.49505955,0.47039032,13.93596987
75,0.265980124,0.497778952,0.475178897,14.12429379
76,0.267085254,0.499860704,0.475958884,14.3126177
77,0.267148733,0.500578195,0.479955792,14.50094162
78,0.267502546,0.507141709,0.4848364,14.68926554
79,0.270426095,0.507942468,0.48767072,14.87758945
80,0.274373055,0.511948168,0.489556432,15.06591337
81,0.275019228,0.512150943,0.490144789,15.25423729
82,0.275161505,0.513046175,0.494192064,15.44256121
83,0.275901854,0.513540655,0.495771408,15.63088512
84,0.276930273,0.514755696,0.501671553,15.81920904
85,0.277912021,0.517850876,0.503300369,16.00753296
86,0.279869139,0.519432783,0.506543547,16.19585687
87,0.281827271,0.519732744,0.507326066,16.38418079
88,0.282247961,0.520717531,0.512279123,16.57250471
89,0.283274949,0.521558911,0.512861371,16.76082863
90,0.283709645,0.524084955,0.515105993,16.94915254
91,0.286248565,0.532329381,0.517548293,17.13747646
92,0.287533045,0.532875806,0.520681143,17.32580038
93,0.288201571,0.534201324,0.521015555,17.51412429
94,0.289158642,0.534402341,0.525365412,17.70244821
95,0.289601147,0.534547091,0.526096672,17.89077213
96,0.290660441,0.537035882,0.52610302,18.07909605
97,0.291923821,0.539462239,0.530674756,18.26741996
98,0.292126894,0.541683704,0.534118593,18.45574388
99,0.292533755,0.541782558,0.536832452,18.6440678
100,0.293397188,0.544477254,0.537209183,18.83239171
101,0.294297218,0.545088112,0.538048565,19.02071563
102,0.294459343,0.545411199,0.538061291,19.20903955
103,0.294993162,0.546083361,0.53878805,19.39736347
104,0.296755612,0.551111847,0.542245865,19.58568738
105,0.30086565,0.551445901,0.543965131,19.7740113
106,0.301154137,0.5553765,0.545359582,19.96233522
107,0.304611981,0.558289707,0.547485888,20.15065913
108,0.305819511,0.564237863,0.548816353,20.33898305
109,0.305836618,0.565542549,0.551209271,20.52730697
110,0.307657242,0.565610379,0.553747624,20.71563089
111,0.309940815,0.566347271,0.554700583,20.9039548
112,0.310395598,0.569669843,0.555551469,21.09227872
113,0.313696563,0.571599513,0.556163818,21.28060264
114,0.31381768,0.574682683,0.556523055,21.46892655
115,0.316361904,0.574807405,0.556920558,21.65725047
116,0.31731087,0.575735062,0.557487696,21.84557439
117,0.3204211,0.576268256,0.55799219,22.03389831
118,0.322598517,0.57669732,0.558305293,22.22222222
119,0.323931456,0.576944798,0.558359742,22.41054614
120,0.324701726,0.577263981,0.559441656,22.59887006
121,0.324764311,0.578051358,0.559545398,22.78719397
122,0.325847864,0.579487473,0.560207158,22.97551789
123,0.326291323,0.580539703,0.56394884,23.16384181
124,0.326386631,0.583674401,0.565919489,23.35216573
125,0.328496516,0.584087104,0.566509485,23.54048964
126,0.330532134,0.584580809,0.568288237,23.72881356
127,0.333241403,0.585615665,0.569926709,23.91713748
128,0.333841205,0.586193919,0.570601583,24.10546139
129,0.335458457,0.586512983,0.571501225,24.29378531
130,0.341053307,0.591470391,0.572314411,24.48210923
131,0.345475376,0.592262298,0.572516114,24.67043315
132,0.34570086,0.592443645,0.572602689,24.85875706
133,0.347333372,0.592527896,0.575645655,25.04708098
134,0.347335279,0.593809009,0.57579276,25.2354049
135,0.347481668,0.596443474,0.578596711,25.42372881
136,0.350616634,0.599722922,0.579109102,25.61205273
137,0.351692259,0.601930261,0.579406679,25.80037665
138,0.352432311,0.602126658,0.581189156,25.98870056
139,0.352767825,0.60452655,0.58383134,26.17702448
140,0.354055405,0.605063051,0.584075063,26.3653484
141,0.356128693,0.606503308,0.584819257,26.55367232
142,0.356751978,0.607388467,0.58483851,26.74199623
143,0.358480573,0.60769701,0.586105764,26.93032015
144,0.362880707,0.608359188,0.587230265,27.11864407
145,0.364122391,0.610735357,0.589166284,27.30696798
146,0.366637051,0.610986054,0.589450181,27.4952919
147,0.367031336,0.611122727,0.590060383,27.68361582
148,0.369030237,0.611141801,0.591313958,27.87193974
149,0.374578655,0.612899125,0.591569632,28.06026365
150,0.375933051,0.613436997,0.591647297,28.24858757
151,0.378356874,0.61355707,0.594509631,28.43691149
152,0.379822671,0.613823682,0.595335722,28.6252354
153,0.379866004,0.613865256,0.596345633,28.81355932
154,0.380074382,0.615273625,0.596764594,29.00188324
155,0.380187273,0.615841508,0.597483546,29.19020716
156,0.381526768,0.615870714,0.6004197,29.37853107
157,0.382511377,0.615963906,0.600629598,29.56685499
158,0.38475579,0.61785382,0.601560175,29.75517891
159,0.38528955,0.618294507,0.602850586,29.94350282
160,0.385830164,0.620127499,0.602923483,30.13182674
161,0.38971144,0.62059018,0.603848517,30.32015066
162,0.390983999,0.621411234,0.604548335,30.50847458
163,0.394494712,0.622631341,0.605023593,30.69679849
164,0.396730959,0.62951678,0.609030932,30.88512241
165,0.396827102,0.631411552,0.61040622,31.07344633
166,0.397067964,0.634843647,0.61168316,31.26177024
167,0.397587061,0.635060102,0.611865789,31.45009416
168,0.401686132,0.635636359,0.611981243,31.63841808
169,0.404446542,0.636117846,0.61227566,31.826742
170,0.406156778,0.637026489,0.612618923,32.01506591
171,0.406223834,0.638789564,0.615973771,32.20338983
172,0.407071531,0.63937676,0.617312551,32.39171375
173,0.407383502,0.640392452,0.618274122,32.58003766
174,0.408877552,0.640798926,0.618458837,32.76836158
175,0.410618842,0.643244416,0.61949876,32.9566855
176,0.412440658,0.643680245,0.619651675,33.14500942
177,0.41366297,0.644409031,0.620020628,33.33333333
178,0.415170789,0.644684523,0.623002112,33.52165725
179,0.415451467,0.650091439,0.623361945,33.70998117
180,0.416035056,0.65064925,0.624312937,33.89830508
181,0.41965425,0.653398722,0.625471979,34.086629
182,0.419891477,0.653722614,0.625554949,34.27495292
183,0.42037946,0.654632509,0.62664178,34.46327684
184,0.421499312,0.654672921,0.627322853,34.65160075
185,0.424926996,0.655366421,0.627602041,34.83992467
186,0.430274069,0.655928701,0.628628731,35.02824859
187,0.430281043,0.656237841,0.628810644,35.2165725
188,0.43032521,0.656252116,0.628945678,35.40489642
189,0.430436015,0.656823635,0.629492223,35.59322034
190,0.431282461,0.656913996,0.630801201,35.78154426
191,0.4317047,0.657167286,0.631985039,35.96986817
192,0.432222188,0.658040762,0.633639663,36.15819209
193,0.433034837,0.658777863,0.6344015,36.34651601
194,0.433077455,0.65898326,0.635321259,36.53483992
195,0.434357524,0.659260958,0.636504382,36.72316384
196,0.437521875,0.65954417,0.639669687,36.91148776
197,0.437905014,0.659777999,0.639992535,37.09981168
198,0.439075589,0.65999788,0.640073478,37.28813559
199,0.441982031,0.660339803,0.640840262,37.47645951
200,0.442170978,0.660408527,0.642123103,37.66478343
201,0.442614496,0.661215514,0.642373323,37.85310734
202,0.443504214,0.662011832,0.642777622,38.04143126
203,0.444675922,0.662274659,0.642872512,38.22975518
204,0.444679976,0.662330627,0.644122154,38.4180791
205,0.445282519,0.662770718,0.644502014,38.60640301
206,0.445810199,0.664418072,0.644671202,38.79472693
207,0.44609344,0.66475004,0.644714147,38.98305085
208,0.446818292,0.665176064,0.644967288,39.17137476
209,0.449275374,0.665974319,0.647380054,39.35969868
210,0.449495673,0.667713642,0.647554129,39.5480226
211,0.451026559,0.667922735,0.648239732,39.73634652
212,0.453336835,0.66932568,0.64949882,39.92467043
213,0.457840383,0.671554834,0.650879025,40.11299435
214,0.459038317,0.67202577,0.651144594,40.30131827
215,0.459762633,0.673039615,0.651316524,40.48964218
216,0.460570335,0.67450124,0.654350877,40.6779661
217,0.462136924,0.675810814,0.654408038,40.86629002
218,0.462510347,0.676765084,0.655738443,41.05461394
219,0.464784205,0.677803069,0.656074762,41.24293785
220,0.465973735,0.679760635,0.656101793,41.43126177
221,0.46632576,0.680150241,0.656108707,41.61958569
222,0.467977643,0.680470645,0.657490134,41.8079096
223,0.468271077,0.680519938,0.657766044,41.99623352
224,0.468354881,0.680962086,0.657831162,42.18455744
225,0.473321497,0.681539297,0.657838523,42.37288136
226,0.473535955,0.682226062,0.657929242,42.56120527
227,0.475223958,0.683342129,0.658288389,42.74952919
228,0.476495564,0.684332341,0.658737928,42.93785311
229,0.480491579,0.684617788,0.658997506,43.12617702
230,0.484584093,0.685524821,0.659055442,43.31450094
231,0.485976577,0.685721695,0.659337908,43.50282486
232,0.487798452,0.685796112,0.660035521,43.69114878
233,0.489167154,0.68590942,0.662136197,43.87947269
234,0.489186764,0.687824368,0.663130462,44.06779661
235,0.490493715,0.68794921,0.663273573,44.25612053
236,0.491923988,0.688869417,0.663301885,44.44444444
237,0.492358983,0.689638793,0.664411247,44.63276836
238,0.494566917,0.690346956,0.664717376,44.82109228
239,0.494815528,0.69035843,0.666535199,45.0094162
240,0.496016085,0.690616906,0.668049276,45.19774011
241,0.501212209,0.690698028,0.668235719,45.38606403
242,0.504975885,0.691129535,0.668416858,45.57438795
243,0.506081641,0.691869974,0.668708056,45.76271186
244,0.506504357,0.692429572,0.669048667,45.95103578
245,0.509893715,0.692468137,0.670230329,46.1393597
246,0.51022315,0.692696363,0.670279592,46.32768362
247,0.512199074,0.693095863,0.671065599,46.51600753
248,0.51246205,0.69420436,0.671566546,46.70433145
249,0.512574583,0.694281399,0.671884805,46.89265537
250,0.513082862,0.69452706,0.672314316,47.08097928
251,0.514295012,0.694678694,0.673518151,47.2693032
252,0.517723799,0.694841802,0.673975259,47.45762712
253,0.517997116,0.694867641,0.675053507,47.64595104
254,0.519030213,0.695318401,0.675065398,47.83427495
255,0.519090742,0.695381969,0.6765607,48.02259887
256,0.51981461,0.695912808,0.676772654,48.21092279
257,0.520204097,0.696259409,0.676881045,48.3992467
258,0.521890849,0.697816044,0.676926941,48.58757062
259,0.522104144,0.699330986,0.677231669,48.77589454
260,0.522566378,0.700353116,0.6787723,48.96421846
261,0.523270011,0.700520515,0.679605961,49.15254237
262,0.52541405,0.700542539,0.679782569,49.34086629
263,0.525438875,0.700561941,0.680190295,49.52919021
264,0.52661714,0.701128155,0.681577027,49.71751412
265,0.528838426,0.701273978,0.681719303,49.90583804
266,0.529983073,0.702472061,0.681975812,50.09416196
267,0.530252725,0.703634828,0.682104051,50.28248588
268,0.530315429,0.704313338,0.682138205,50.47080979
269,0.531818002,0.704582751,0.682512015,50.65913371
270,0.532647759,0.705769867,0.683022052,50.84745763
271,0.533433914,0.706510007,0.683428019,51.03578154
272,0.534103066,0.707973987,0.684299737,51.22410546
273,0.535129309,0.70801276,0.684708863,51.41242938
274,0.535464913,0.708482891,0.684772104,51.6007533
275,0.537114531,0.709498405,0.684886098,51.78907721
276,0.538561374,0.709849417,0.686330169,51.97740113
277,0.540008456,0.710022867,0.686518371,52.16572505
278,0.540081233,0.71007058,0.687340528,52.35404896
279,0.542166293,0.710636705,0.688726187,52.54237288
280,0.543291479,0.711434036,0.689449817,52.7306968
281,0.544118941,0.711539567,0.692235053,52.91902072
282,0.544503003,0.711606383,0.6923801,53.10734463
283,0.545032561,0.711693108,0.692962795,53.29566855
284,0.54563567,0.712451696,0.693329304,53.48399247
285,0.54671666,0.712576032,0.693759024,53.67231638
286,0.548394054,0.712933391,0.694139093,53.8606403
287,0.548656344,0.7130481,0.694700748,54.04896422
288,0.550127268,0.713737994,0.694875628,54.23728814
289,0.550493121,0.714125305,0.696962506,54.42561205
290,0.550506353,0.714502305,0.696979761,54.61393597
291,0.551295459,0.716706663,0.697252989,54.80225989
292,0.555378914,0.716923296,0.697436124,54.9905838
293,0.555621177,0.717350125,0.697714418,55.17890772
294,0.556644589,0.717457265,0.69778803,55.36723164
295,0.561007112,0.717677891,0.698068231,55.55555556
296,0.56161046,0.718210012,0.698255122,55.74387947
297,0.562315881,0.718222857,0.698562026,55.93220339
298,0.562489241,0.71844548,0.698884875,56.12052731
299,0.563419163,0.718486935,0.699485272,56.30885122
300,0.564386874,0.718620628,0.700296074,56.49717514
301,0.565369308,0.718774021,0.70037657,56.68549906
302,0.566178739,0.718894452,0.701135814,56.87382298
303,0.567375422,0.719013095,0.702564567,57.06214689
304,0.567909747,0.71999675,0.703148574,57.25047081
305,0.569297135,0.721389025,0.703961074,57.43879473
306,0.569527507,0.721726,0.704534471,57.62711864
307,0.57319057,0.721756041,0.705228776,57.81544256
308,0.574696422,0.723282129,0.705469131,58.00376648
309,0.575453728,0.723386198,0.705554903,58.1920904
310,0.575763017,0.723781794,0.705683529,58.38041431
311,0.576499373,0.724322647,0.7059955,58.56873823
312,0.576718509,0.724504441,0.70645982,58.75706215
313,0.577252418,0.724866003,0.706558406,58.94538606
314,0.577986091,0.726039648,0.706573427,59.13370998
315,0.580333918,0.726744831,0.706643015,59.3220339
316,0.58349973,0.727062315,0.70769456,59.51035782
317,0.5843274,0.728014976,0.707709938,59.69868173
318,0.584787786,0.728098571,0.707979172,59.88700565
319,0.586710125,0.728189826,0.708688527,60.07532957
320,0.587758243,0.728767663,0.708851457,60.26365348
321,0.588145763,0.729521602,0.709511757,60.4519774
322,0.588331223,0.729977876,0.709585428,60.64030132
323,0.590402633,0.73108533,0.709983259,60.82862524
324,0.594235331,0.73115319,0.711182266,61.01694915
325,0.596831501,0.73305577,0.713419765,61.20527307
326,0.597464681,0.733233392,0.713574618,61.39359699
327,0.598051846,0.733726621,0.714323401,61.5819209
328,0.600461692,0.733885169,0.714757174,61.77024482
329,0.602545738,0.734110057,0.714895755,61.95856874
330,0.603318155,0.734260976,0.71490255,62.14689266
331,0.604764223,0.735257506,0.715330869,62.33521657
332,0.605621964,0.735481173,0.715752214,62.52354049
333,0.606061697,0.735748142,0.71636498,62.71186441
334,0.608412027,0.735949486,0.716494828,62.90018832
335,0.608523458,0.73670882,0.716559291,63.08851224
336,0.608742923,0.737586081,0.716895252,63.27683616
337,0.611199886,0.737833321,0.717318505,63.46516008
338,0.611743808,0.738723099,0.717998654,63.65348399
339,0.611896515,0.740994751,0.718074143,63.84180791
340,0.612650603,0.741231918,0.718427509,64.03013183
341,0.612684578,0.741289914,0.718650013,64.21845574
342,0.612895697,0.741511315,0.719276786,64.40677966
343,0.614355296,0.741531253,0.719863653,64.59510358
344,0.614823967,0.742188483,0.720065117,64.7834275
345,0.616048306,0.742978305,0.720133513,64.97175141
346,0.616259724,0.743725002,0.720326155,65.16007533
347,0.616975665,0.743793398,0.720423907,65.34839925
348,0.620274574,0.745685458,0.72153604,65.53672316
349,0.620592058,0.746076554,0.722039759,65.72504708
350,0.620605856,0.746153802,0.722514033,65.913371
351,0.620914102,0.746737927,0.722687334,66.10169492
352,0.621451467,0.747041911,0.722985744,66.29001883
353,0.621783972,0.747384936,0.723577231,66.47834275
354,0.624949127,0.747624308,0.725014955,66.66666667
355,0.625365704,0.747808784,0.725028306,66.85499058
356,0.62668106,0.748025954,0.725421876,67.0433145
357,0.627206296,0.748598218,0.726785898,67.23163842
358,0.627704561,0.749052256,0.726873845,67.41996234
359,0.628369749,0.750958189,0.727386266,67.60828625
360,0.628730834,0.751157403,0.728163749,67.79661017
361,0.630744249,0.751502588,0.728363037,67.98493409
362,0.631074131,0.752063528,0.728450805,68.173258
363,0.633243263,0.752473235,0.729091793,68.36158192
364,0.636002243,0.752667218,0.72923559,68.54990584
365,0.636242002,0.752946407,0.730610698,68.73822976
366,0.63638407,0.75365065,0.731061965,68.92655367
367,0.639153332,0.755127892,0.735225409,69.11487759
368,0.639411271,0.755611897,0.735299706,69.30320151
369,0.639925301,0.755642325,0.736001521,69.49152542
370,0.640779406,0.757413581,0.736423641,69.67984934
371,0.64700827,0.757644251,0.73660326,69.86817326
372,0.647909611,0.75771001,0.736976951,70.05649718
373,0.64872402,0.75801596,0.73741582,70.24482109
374,0.64914608,0.759630248,0.737980902,70.43314501
375,0.650615722,0.760138869,0.738111168,70.62146893
376,0.651445478,0.761035144,0.74100399,70.80979284
377,0.652821153,0.761087313,0.741004497,70.99811676
378,0.653227687,0.762014464,0.741364986,71.18644068
379,0.656525671,0.763486668,0.741732866,71.3747646
380,0.656816453,0.76367861,0.742503732,71.56308851
381,0.658619434,0.763987258,0.742516041,71.75141243
382,0.658784926,0.766082257,0.743176967,71.93973635
383,0.660731047,0.76613149,0.743514001,72.12806026
384,0.661687672,0.766155332,0.744783551,72.31638418
385,0.662609965,0.766422704,0.745154351,72.5047081
386,0.66612193,0.766509622,0.746220917,72.69303202
387,0.666321427,0.766561389,0.746449143,72.88135593
388,0.66677469,0.768840149,0.749162287,73.06967985
389,0.667308837,0.768857419,0.749210894,73.25800377
390,0.668457299,0.76966843,0.749476254,73.44632768
391,0.669623643,0.76971148,0.749748677,73.6346516
392,0.672899157,0.770399258,0.750165164,73.82297552
393,0.678224593,0.770412788,0.751237646,74.01129944
394,0.678936929,0.770695508,0.751518443,74.19962335
395,0.679501504,0.772331402,0.752753496,74.38794727
396,0.68072921,0.772570536,0.753581733,74.57627119
397,0.681505084,0.77317223,0.753889009,74.7645951
398,0.683983743,0.77343218,0.75470455,74.95291902
399,0.684688091,0.773803264,0.755073801,75.14124294
400,0.687103212,0.774245173,0.755873784,75.32956685
401,0.687695622,0.774472058,0.756250575,75.51789077
402,0.688084304,0.774731308,0.756341681,75.70621469
403,0.689889044,0.775767565,0.757345736,75.89453861
404,0.689915448,0.777823642,0.758121103,76.08286252
405,0.690550566,0.778336823,0.758349434,76.27118644
406,0.692064762,0.779107183,0.76024662,76.45951036
407,0.692242742,0.779386118,0.760314256,76.64783427
408,0.693036377,0.780258968,0.760614678,76.83615819
409,0.693452924,0.781039596,0.761764407,77.02448211
410,0.696106791,0.781200439,0.762986884,77.21280603
411,0.699578881,0.781245068,0.762992382,77.40112994
412,0.699691594,0.781253397,0.763952777,77.58945386
413,0.699732602,0.781435177,0.764226124,77.77777778
414,0.700336009,0.781577632,0.764410973,77.96610169
415,0.703673005,0.78160128,0.764827147,78.15442561
416,0.704003632,0.78227073,0.765252963,78.34274953
417,0.706002533,0.783529043,0.766091079,78.53107345
418,0.707207471,0.784538567,0.767179579,78.71939736
419,0.70890516,0.784561485,0.767507777,78.90772128
420,0.709423602,0.784650043,0.767716929,79.0960452
421,0.713570595,0.784877896,0.768742368,79.28436911
422,0.714947134,0.785860345,0.770116448,79.47269303
423,0.716035187,0.78620939,0.77101168,79.66101695
424,0.716724306,0.786418557,0.771060407,79.84934087
425,0.723269492,0.788314611,0.772033185,80.03766478
426,0.730654478,0.788360789,0.772040844,80.2259887
427,0.732037783,0.788379103,0.773575917,80.41431262
428,0.737391382,0.788446143,0.773747966,80.60263653
429,0.739184737,0.788617954,0.774755135,80.79096045
430,0.742255151,0.78922686,0.775244385,80.97928437
431,0.743244231,0.789352342,0.776125044,81.16760829
432,0.744511515,0.790600851,0.776335225,81.3559322
433,0.750035927,0.790742874,0.77653572,81.54425612
434,0.751235008,0.790789917,0.777542651,81.73258004
435,0.751264021,0.791499302,0.778393969,81.92090395
436,0.75712423,0.792646214,0.779028103,82.10922787
437,0.760295302,0.792982221,0.779740572,82.29755179
438,0.763458371,0.793773726,0.781292945,82.48587571
439,0.768321469,0.794758216,0.782044262,82.67419962
440,0.7694325,0.794971436,0.784040749,82.86252354
441,0.771794021,0.795059755,0.784497485,83.05084746
442,0.772118479,0.795181111,0.785626292,83.23917137
443,0.772369191,0.795631722,0.785647318,83.42749529
444,0.774171278,0.795879319,0.785746336,83.61581921
445,0.784856319,0.796113655,0.787585974,83.80414313
446,0.785485789,0.796428159,0.787900999,83.99246704
447,0.786131158,0.798256129,0.789783642,84.18079096
448,0.789045677,0.799906462,0.789855629,84.36911488
449,0.790248841,0.800442219,0.7901254,84.55743879
450,0.79471828,0.800923496,0.790379018,84.74576271
451,0.799633756,0.801115721,0.793110579,84.93408663
452,0.813266858,0.801645085,0.793477744,85.12241055
453,0.814368889,0.801976949,0.79427214,85.31073446
454,0.816494405,0.804315642,0.795060366,85.49905838
455,0.819153681,0.804444209,0.795836583,85.6873823
456,0.819388106,0.804591388,0.798250467,85.87570621
457,0.821299374,0.804897621,0.799890697,86.06403013
458,0.832838729,0.806676105,0.800446689,86.25235405
459,0.834526882,0.806723952,0.800638825,86.44067797
460,0.83491163,0.807051301,0.801417291,86.62900188
461,0.848578021,0.809822068,0.802120954,86.8173258
462,0.856778175,0.81004554,0.80286558,87.00564972
463,0.858152717,0.810719877,0.805748954,87.19397363
464,0.862610772,0.811770305,0.806600556,87.38229755
465,0.868929267,0.812243864,0.80684039,87.57062147
466,0.869569749,0.814972013,0.808405578,87.75894539
467,0.871359214,0.815041989,0.808763459,87.9472693
468,0.874624014,0.815685883,0.809394524,88.13559322
469,0.880325645,0.815709084,0.811568245,88.32391714
470,0.88047161,0.8158997,0.811763749,88.51224105
471,0.881934121,0.816780582,0.811855748,88.70056497
472,0.88333524,0.816859424,0.812652916,88.88888889
473,0.88758976,0.81750977,0.813659221,89.07721281
474,0.902083069,0.817668438,0.813746169,89.26553672
475,0.903481528,0.818002775,0.816003606,89.45386064
476,0.903960489,0.821903318,0.816538423,89.64218456
477,0.904850356,0.822886199,0.816551715,89.83050847
478,0.905206658,0.824928969,0.816998363,90.01883239
479,0.906121962,0.825974852,0.817041844,90.20715631
480,0.906647898,0.826698124,0.817417666,90.39548023
481,0.910709411,0.828061014,0.818684235,90.58380414
482,0.912605263,0.828711256,0.818863064,90.77212806
483,0.915525608,0.832005382,0.818907663,90.96045198
484,0.916032493,0.832552239,0.819004655,91.14877589
485,0.916253775,0.832586378,0.819488257,91.33709981
486,0.917993225,0.832840055,0.819878086,91.52542373
487,0.923496217,0.834052324,0.820985049,91.71374765
488,0.926626474,0.838606551,0.821045235,91.90207156
489,0.927325822,0.839136258,0.821696565,92.09039548
490,0.927592851,0.839369327,0.822523415,92.2787194
491,0.928241923,0.839748561,0.824727133,92.46704331
492,0.931866966,0.840023682,0.825681418,92.65536723
493,0.933824502,0.840917319,0.825839162,92.84369115
494,0.936090901,0.842105329,0.825974762,93.03201507
495,0.937658302,0.842698589,0.826582804,93.22033898
496,0.939536259,0.84294115,0.831189215,93.4086629
497,0.940626431,0.844754323,0.832197502,93.59698682
498,0.941861041,0.84600994,0.832320273,93.78531073
499,0.946569387,0.846600801,0.833540037,93.97363465
500,0.947641633,0.846952587,0.833690733,94.16195857
501,0.948774122,0.847414657,0.834437057,94.35028249
502,0.94948341,0.847450495,0.834839299,94.5386064
503,0.950657409,0.848314092,0.835366979,94.72693032
504,0.951890897,0.848799959,0.836651593,94.91525424
505,0.952212203,0.849195883,0.836838603,95.10357815
506,0.956226021,0.850080311,0.837764546,95.29190207
507,0.957471453,0.852382571,0.838787541,95.48022599
508,0.959238146,0.853248268,0.838866919,95.66854991
509,0.959898282,0.854625598,0.839023441,95.85687382
510,0.961853668,0.856798276,0.839482635,96.04519774
511,0.962770682,0.857333034,0.839561239,96.23352166
512,0.963331413,0.858051613,0.843331143,96.42184557
513,0.96335518,0.858617991,0.844705164,96.61016949
514,0.963580653,0.859388456,0.846776798,96.79849341
515,0.963984586,0.859654725,0.847557992,96.98681733
516,0.965387542,0.859679133,0.848978847,97.17514124
517,0.965810977,0.860394016,0.849092528,97.36346516
518,0.969799384,0.861000746,0.851237923,97.55178908
519,0.970153151,0.861568198,0.851668149,97.74011299
520,0.970219173,0.865790755,0.856178671,97.92843691
521,0.970301647,0.866187453,0.856859758,98.11676083
522,0.971113738,0.866564959,0.863771632,98.30508475
523,0.971447529,0.868677661,0.863922074,98.49340866
524,0.974636899,0.870804548,0.866315916,98.68173258
525,0.977198286,0.875821367,0.873366028,98.8700565
526,0.97729245,0.879568338,0.875252388,99.05838041
527,0.978786774,0.881053574,0.877449758,99.24670433
528,0.979104616,0.886353299,0.881001718,99.43502825
529,0.980880383,0.892158724,0.891192578,99.62335217
530,0.980942519,0.895777598,0.891736746,99.81167608
531,0.982293557,0.92053853,0.900552601,100
