basin,1,2,4,8
4122200,0.912426293,0.905775182,0.915452093,0.899749935
4122500,0.948483173,0.946969755,0.941338789,0.949802749
4127918,0.817082033,0.766437545,0.729839951,0.744703561
4127997,0.678834558,0.510884166,0.634055763,0.365104318
4161580,0.858942553,0.852198139,0.850712121,0.843880817
4185000,0.881481111,0.852459088,0.815250754,0.884208292
4196800,0.637746245,0.65259704,0.644394338,0.711440414
4197100,0.6114344,0.435013652,0.349164546,0.504132271
4197170,0.189801455,-0.068093777,-0.180454135,-0.014316797
4213000,0.5219616,0.400173962,0.158076823,0.363462329
4213075,0.282375455,0.091994286,0.037842155,0.080088079
4216418,0.435782015,0.240311027,0.107380807,0.090572238
4221000,0.569837302,0.145675898,0.316400588,0.414235055
4224775,0.435917139,0.291633725,0.226263702,0.176239073
4233000,0.44798249,0.273805499,0.367945552,0.156229794
4256000,0.66337052,0.526860833,0.565811515,0.610955238
4296000,0.82419917,0.703105569,0.703620076,0.75532566
8101000,-0.274069786,0.278266251,0.12232101,0.178750336
8103900,0.164914429,-0.511843562,-0.037606716,-0.584807873
8104900,0.169139087,0.18104738,-0.078552008,-0.119604945
8109700,0.482766211,0.545983195,0.257754505,0.288145185
8150800,-0.245554686,-0.075206041,-0.041066766,-5.535429478
8158700,0.482036591,0.351699531,-0.034268022,-0.081159592
8158810,0.139395237,0.231557608,0.045268774,0.187522531
8164300,0.347604215,0.254748702,0.278075814,0.169829667
8164600,0.301401675,0.384873152,0.275039315,0.311403394
8165300,0.050840259,0.028830826,-1.037733078,-0.015406966
8171300,0.024098754,0.119813442,-1.670160294,0.145249665
8175000,0.482860029,0.499273956,0.476678133,0.445986569
8176900,0.070503712,0.214645624,0.103882194,0.050904751
8178880,-0.067567706,-4.323208332,-0.191058993,-4.688627243
8189500,0.526789933,0.505158871,0.531823665,0.352489173
8190000,-0.773076057,-0.068825245,0.083198071,0.010527194
8190500,-0.06541872,0.025787473,0.029777348,0.057663977
8194200,-12.14848042,0.469285607,-4.010221481,0.426041543
8195000,0.024610221,-0.179127812,0.041912794,-0.239362597
8196000,0.040598869,0.069998264,0.053812921,-0.735158324
8198500,0.160283923,-0.40790081,-0.088666677,-1.118858337
8200000,0.167899907,0.104925513,0.088578701,0.227142513
8202700,-0.004897714,-0.007463932,-0.111010432,-0.02276063
8267500,0.983036848,0.980722185,0.97778412,0.975258665
8269000,0.969710585,0.967137303,0.957660615,0.970444765
8271000,0.980926905,0.979471883,0.978274703,0.978958534
8324000,0.936239861,0.907650553,0.924493261,0.932845093
9081600,0.973380396,0.97663765,0.971955515,0.97148516
9107000,0.980809182,0.981123246,0.982300447,0.979943672
9210500,0.97202081,0.968789514,0.940226424,0.973247243
9223000,0.971648756,0.974178659,0.973219367,0.975778708
9306242,0.942854993,0.909380719,0.931851663,0.931117304
9312600,0.990590949,0.987832669,0.983555496,0.990270814
9497980,0.492994785,-0.403195977,-1.209080935,0.027848423
9505350,0.320272267,0.090281248,-6.09366703,0.303884149
9505800,0.171516716,-0.759913445,-6.426532269,-1.670702219
9508300,0.129048526,-0.012064219,-1.174091578,-0.093427777
9510200,0.22322762,-0.071483731,-0.238593936,-0.166312933
9512280,0.144478977,0.084306538,0.207931757,0.044085801
9513780,0.15719533,0.079813063,0.081545472,0.166327298
10234500,0.971958574,0.970380006,0.959695432,0.971801227
10244950,0.993237779,0.989816048,0.985613916,0.990754025
10336645,0.706572503,0.7564504,0.762767062,0.712191731
10336660,0.644754648,0.505452007,0.57951954,0.533299893
10343500,0.692626446,0.613768965,0.564522564,0.585761726
12010000,0.653059304,0.568133324,0.495429218,0.591695309
,0.3782,0.3225,0.1458,0.2589
